socks5://46.10.229.243:7777,BG,Unknown
socks5://31.211.142.115:8192,BG,Unknown
socks4://109.160.97.49:4145,BG,Unknown
socks4://78.128.124.108:5678,BG,Unknown
socks4://213.149.154.213:5678,BG,Unknown
socks4://93.123.98.80:5678,BG,Unknown
socks4://31.13.239.4:5678,BG,Unknown
socks4://93.183.175.6:5678,BG,Unknown
socks4://79.110.118.15:1080,BG,Unknown
http://45.136.198.40:3128,BG,Unknown
http://85.217.192.39:1414,BG,Unknown
http://213.169.33.8:8001,BG,Unknown
http://46.55.143.145:8080,BG,Unknown
http://185.163.245.186:8080,BG,Unknown
socks4://213.149.156.87:5678,BG,Razlog